,Date,AQI,Sample_Duration,Pollutant_Type
22327,2021-05-26,39,24-HR BLK AVG,88101
22328,2021-05-26,39,24-HR BLK AVG,88101
22329,2021-05-26,39,24-HR BLK AVG,88101
22330,2021-05-26,39,24-HR BLK AVG,88101
22331,2021-05-27,53,24-HR BLK AVG,88101
22332,2021-05-27,53,24-HR BLK AVG,88101
22333,2021-05-27,53,24-HR BLK AVG,88101
22334,2021-05-27,53,24-HR BLK AVG,88101
22335,2021-05-27,53,24-HR BLK AVG,88101
22336,2021-05-27,53,24-HR BLK AVG,88101
22337,2021-05-28,33,24-HR BLK AVG,88101
22338,2021-05-28,33,24-HR BLK AVG,88101
22339,2021-05-28,33,24-HR BLK AVG,88101
22340,2021-05-28,33,24-HR BLK AVG,88101
22341,2021-05-28,33,24-HR BLK AVG,88101
22342,2021-05-28,33,24-HR BLK AVG,88101
22343,2021-05-29,14,24-HR BLK AVG,88101
22344,2021-05-29,14,24-HR BLK AVG,88101
22345,2021-05-29,14,24-HR BLK AVG,88101
22346,2021-05-29,14,24-HR BLK AVG,88101
22347,2021-05-29,14,24-HR BLK AVG,88101
22348,2021-05-29,14,24-HR BLK AVG,88101
22349,2021-05-30,23,24-HR BLK AVG,88101
22350,2021-05-30,23,24-HR BLK AVG,88101
22351,2021-05-30,23,24-HR BLK AVG,88101
22352,2021-05-30,23,24-HR BLK AVG,88101
22353,2021-05-30,23,24-HR BLK AVG,88101
22354,2021-05-30,23,24-HR BLK AVG,88101
22355,2021-05-31,22,24-HR BLK AVG,88101
22356,2021-05-31,22,24-HR BLK AVG,88101
22357,2021-05-31,22,24-HR BLK AVG,88101
22358,2021-05-31,22,24-HR BLK AVG,88101
22359,2021-05-31,22,24-HR BLK AVG,88101
22360,2021-05-31,22,24-HR BLK AVG,88101
22361,2021-06-01,25,24-HR BLK AVG,88101
22362,2021-06-01,25,24-HR BLK AVG,88101
22363,2021-06-01,25,24-HR BLK AVG,88101
22364,2021-06-01,25,24-HR BLK AVG,88101
22365,2021-06-01,25,24-HR BLK AVG,88101
22366,2021-06-01,25,24-HR BLK AVG,88101
22367,2021-06-02,20,24-HR BLK AVG,88101
22368,2021-06-02,20,24-HR BLK AVG,88101
22369,2021-06-02,20,24-HR BLK AVG,88101
22370,2021-06-02,20,24-HR BLK AVG,88101
22371,2021-06-02,20,24-HR BLK AVG,88101
22372,2021-06-02,20,24-HR BLK AVG,88101
22373,2021-06-03,17,24-HR BLK AVG,88101
22374,2021-06-03,17,24-HR BLK AVG,88101
22375,2021-06-03,17,24-HR BLK AVG,88101
22376,2021-06-03,17,24-HR BLK AVG,88101
22377,2021-06-03,17,24-HR BLK AVG,88101
22378,2021-06-03,17,24-HR BLK AVG,88101
22379,2021-06-04,16,24-HR BLK AVG,88101
22380,2021-06-04,16,24-HR BLK AVG,88101
22381,2021-06-04,16,24-HR BLK AVG,88101
22382,2021-06-04,16,24-HR BLK AVG,88101
22383,2021-06-04,16,24-HR BLK AVG,88101
22384,2021-06-04,16,24-HR BLK AVG,88101
22385,2021-06-05,15,24-HR BLK AVG,88101
22386,2021-06-05,15,24-HR BLK AVG,88101
22387,2021-06-05,15,24-HR BLK AVG,88101
22388,2021-06-05,15,24-HR BLK AVG,88101
22389,2021-06-05,15,24-HR BLK AVG,88101
22390,2021-06-05,15,24-HR BLK AVG,88101
22391,2021-06-06,24,24-HR BLK AVG,88101
22392,2021-06-06,24,24-HR BLK AVG,88101
22393,2021-06-06,24,24-HR BLK AVG,88101
22394,2021-06-06,24,24-HR BLK AVG,88101
22395,2021-06-06,24,24-HR BLK AVG,88101
22396,2021-06-06,24,24-HR BLK AVG,88101
22397,2021-06-07,42,24-HR BLK AVG,88101
22398,2021-06-07,42,24-HR BLK AVG,88101
22399,2021-06-07,42,24-HR BLK AVG,88101
22400,2021-06-07,42,24-HR BLK AVG,88101
22401,2021-06-07,42,24-HR BLK AVG,88101
22402,2021-06-07,42,24-HR BLK AVG,88101
22403,2021-06-08,58,24-HR BLK AVG,88101
22404,2021-06-08,58,24-HR BLK AVG,88101
22405,2021-06-08,58,24-HR BLK AVG,88101
22406,2021-06-08,58,24-HR BLK AVG,88101
22407,2021-06-08,58,24-HR BLK AVG,88101
22408,2021-06-08,58,24-HR BLK AVG,88101
22409,2021-06-09,64,24-HR BLK AVG,88101
22410,2021-06-09,64,24-HR BLK AVG,88101
22411,2021-06-09,64,24-HR BLK AVG,88101
22412,2021-06-09,64,24-HR BLK AVG,88101
22413,2021-06-09,64,24-HR BLK AVG,88101
22414,2021-06-09,64,24-HR BLK AVG,88101
22415,2021-06-10,54,24-HR BLK AVG,88101
22416,2021-06-10,54,24-HR BLK AVG,88101
22417,2021-06-10,54,24-HR BLK AVG,88101
22418,2021-06-10,54,24-HR BLK AVG,88101
22419,2021-06-10,54,24-HR BLK AVG,88101
22420,2021-06-10,54,24-HR BLK AVG,88101
22421,2021-06-11,42,24-HR BLK AVG,88101
22422,2021-06-11,42,24-HR BLK AVG,88101
22423,2021-06-11,42,24-HR BLK AVG,88101
22424,2021-06-11,42,24-HR BLK AVG,88101
22425,2021-06-11,42,24-HR BLK AVG,88101
22426,2021-06-11,42,24-HR BLK AVG,88101
22427,2021-06-12,20,24-HR BLK AVG,88101
22428,2021-06-12,20,24-HR BLK AVG,88101
22429,2021-06-12,20,24-HR BLK AVG,88101
22430,2021-06-12,20,24-HR BLK AVG,88101
22431,2021-06-12,20,24-HR BLK AVG,88101
22432,2021-06-12,20,24-HR BLK AVG,88101
22433,2021-06-13,23,24-HR BLK AVG,88101
22434,2021-06-13,23,24-HR BLK AVG,88101
22435,2021-06-13,23,24-HR BLK AVG,88101
22436,2021-06-13,23,24-HR BLK AVG,88101
22437,2021-06-13,23,24-HR BLK AVG,88101
22438,2021-06-13,23,24-HR BLK AVG,88101
22439,2021-06-14,26,24-HR BLK AVG,88101
22440,2021-06-14,26,24-HR BLK AVG,88101
22441,2021-06-14,26,24-HR BLK AVG,88101
22442,2021-06-14,26,24-HR BLK AVG,88101
22443,2021-06-14,26,24-HR BLK AVG,88101
22444,2021-06-14,26,24-HR BLK AVG,88101
22445,2021-06-15,30,24-HR BLK AVG,88101
22446,2021-06-15,30,24-HR BLK AVG,88101
22447,2021-06-15,30,24-HR BLK AVG,88101
22448,2021-06-15,30,24-HR BLK AVG,88101
22449,2021-06-15,30,24-HR BLK AVG,88101
22450,2021-06-15,30,24-HR BLK AVG,88101
22451,2021-06-16,41,24-HR BLK AVG,88101
22452,2021-06-16,41,24-HR BLK AVG,88101
22453,2021-06-16,41,24-HR BLK AVG,88101
22454,2021-06-16,41,24-HR BLK AVG,88101
22455,2021-06-16,41,24-HR BLK AVG,88101
22456,2021-06-16,41,24-HR BLK AVG,88101
22457,2021-06-17,29,24-HR BLK AVG,88101
22458,2021-06-17,29,24-HR BLK AVG,88101
22459,2021-06-17,29,24-HR BLK AVG,88101
22460,2021-06-17,29,24-HR BLK AVG,88101
22461,2021-06-17,29,24-HR BLK AVG,88101
22462,2021-06-17,29,24-HR BLK AVG,88101
22463,2021-06-18,32,24-HR BLK AVG,88101
22464,2021-06-18,32,24-HR BLK AVG,88101
22465,2021-06-18,32,24-HR BLK AVG,88101
22466,2021-06-18,32,24-HR BLK AVG,88101
22467,2021-06-18,32,24-HR BLK AVG,88101
22468,2021-06-18,32,24-HR BLK AVG,88101
22469,2021-06-19,41,24-HR BLK AVG,88101
22470,2021-06-19,41,24-HR BLK AVG,88101
22471,2021-06-19,41,24-HR BLK AVG,88101
22472,2021-06-19,41,24-HR BLK AVG,88101
22473,2021-06-19,41,24-HR BLK AVG,88101
22474,2021-06-19,41,24-HR BLK AVG,88101
22475,2021-06-20,36,24-HR BLK AVG,88101
22476,2021-06-20,36,24-HR BLK AVG,88101
22477,2021-06-20,36,24-HR BLK AVG,88101
22478,2021-06-20,36,24-HR BLK AVG,88101
22479,2021-06-20,36,24-HR BLK AVG,88101
22480,2021-06-20,36,24-HR BLK AVG,88101
22481,2021-06-21,32,24-HR BLK AVG,88101
22482,2021-06-21,32,24-HR BLK AVG,88101
22483,2021-06-21,32,24-HR BLK AVG,88101
22484,2021-06-21,32,24-HR BLK AVG,88101
22485,2021-06-21,32,24-HR BLK AVG,88101
22486,2021-06-21,32,24-HR BLK AVG,88101
22487,2021-06-22,23,24-HR BLK AVG,88101
22488,2021-06-22,23,24-HR BLK AVG,88101
22489,2021-06-22,23,24-HR BLK AVG,88101
22490,2021-06-22,23,24-HR BLK AVG,88101
22491,2021-06-22,23,24-HR BLK AVG,88101
22492,2021-06-22,23,24-HR BLK AVG,88101
22493,2021-06-24,46,24-HR BLK AVG,88101
22494,2021-06-24,46,24-HR BLK AVG,88101
22495,2021-06-24,46,24-HR BLK AVG,88101
22496,2021-06-24,46,24-HR BLK AVG,88101
22497,2021-06-24,46,24-HR BLK AVG,88101
22498,2021-06-24,46,24-HR BLK AVG,88101
22499,2021-06-25,60,24-HR BLK AVG,88101
22500,2021-06-25,60,24-HR BLK AVG,88101
22501,2021-06-25,60,24-HR BLK AVG,88101
22502,2021-06-25,60,24-HR BLK AVG,88101
22503,2021-06-25,60,24-HR BLK AVG,88101
22504,2021-06-25,60,24-HR BLK AVG,88101
22505,2021-06-26,48,24-HR BLK AVG,88101
22506,2021-06-26,48,24-HR BLK AVG,88101
22507,2021-06-26,48,24-HR BLK AVG,88101
22508,2021-06-26,48,24-HR BLK AVG,88101
22509,2021-06-26,48,24-HR BLK AVG,88101
22510,2021-06-26,48,24-HR BLK AVG,88101
22511,2021-06-27,17,24-HR BLK AVG,88101
22512,2021-06-27,17,24-HR BLK AVG,88101
22513,2021-06-27,17,24-HR BLK AVG,88101
22514,2021-06-27,17,24-HR BLK AVG,88101
22515,2021-06-27,17,24-HR BLK AVG,88101
22516,2021-06-27,17,24-HR BLK AVG,88101
22517,2021-06-28,17,24-HR BLK AVG,88101
22518,2021-06-28,17,24-HR BLK AVG,88101
22519,2021-06-28,17,24-HR BLK AVG,88101
22520,2021-06-28,17,24-HR BLK AVG,88101
22521,2021-06-28,17,24-HR BLK AVG,88101
22522,2021-06-28,17,24-HR BLK AVG,88101
22523,2021-06-29,19,24-HR BLK AVG,88101
22524,2021-06-29,19,24-HR BLK AVG,88101
22525,2021-06-29,19,24-HR BLK AVG,88101
22526,2021-06-29,19,24-HR BLK AVG,88101
22527,2021-06-29,19,24-HR BLK AVG,88101
22528,2021-06-29,19,24-HR BLK AVG,88101
22529,2021-06-30,13,24-HR BLK AVG,88101
22530,2021-06-30,13,24-HR BLK AVG,88101
22531,2021-06-30,13,24-HR BLK AVG,88101
22532,2021-06-30,13,24-HR BLK AVG,88101
22533,2021-06-30,13,24-HR BLK AVG,88101
22534,2021-06-30,13,24-HR BLK AVG,88101
22535,2021-07-01,13,24-HR BLK AVG,88101
22536,2021-07-01,13,24-HR BLK AVG,88101
22537,2021-07-01,13,24-HR BLK AVG,88101
22538,2021-07-01,13,24-HR BLK AVG,88101
22539,2021-07-01,13,24-HR BLK AVG,88101
22540,2021-07-01,13,24-HR BLK AVG,88101
22541,2021-07-02,20,24-HR BLK AVG,88101
22542,2021-07-02,20,24-HR BLK AVG,88101
22543,2021-07-02,20,24-HR BLK AVG,88101
22544,2021-07-02,20,24-HR BLK AVG,88101
22545,2021-07-02,20,24-HR BLK AVG,88101
22546,2021-07-02,20,24-HR BLK AVG,88101
22547,2021-07-03,22,24-HR BLK AVG,88101
22548,2021-07-03,22,24-HR BLK AVG,88101
22549,2021-07-03,22,24-HR BLK AVG,88101
22550,2021-07-03,22,24-HR BLK AVG,88101
22551,2021-07-03,22,24-HR BLK AVG,88101
22552,2021-07-03,22,24-HR BLK AVG,88101
22553,2021-07-04,29,24-HR BLK AVG,88101
22554,2021-07-04,29,24-HR BLK AVG,88101
22555,2021-07-04,29,24-HR BLK AVG,88101
22556,2021-07-04,29,24-HR BLK AVG,88101
22557,2021-07-04,29,24-HR BLK AVG,88101
22558,2021-07-04,29,24-HR BLK AVG,88101
22559,2021-07-05,22,24-HR BLK AVG,88101
22560,2021-07-05,22,24-HR BLK AVG,88101
22561,2021-07-05,22,24-HR BLK AVG,88101
22562,2021-07-05,22,24-HR BLK AVG,88101
22563,2021-07-05,22,24-HR BLK AVG,88101
22564,2021-07-05,22,24-HR BLK AVG,88101
22565,2021-07-06,20,24-HR BLK AVG,88101
22566,2021-07-06,20,24-HR BLK AVG,88101
22567,2021-07-06,20,24-HR BLK AVG,88101
22568,2021-07-06,20,24-HR BLK AVG,88101
22569,2021-07-06,20,24-HR BLK AVG,88101
22570,2021-07-06,20,24-HR BLK AVG,88101
22571,2021-07-07,30,24-HR BLK AVG,88101
22572,2021-07-07,30,24-HR BLK AVG,88101
22573,2021-07-07,30,24-HR BLK AVG,88101
22574,2021-07-07,30,24-HR BLK AVG,88101
22575,2021-07-07,30,24-HR BLK AVG,88101
22576,2021-07-07,30,24-HR BLK AVG,88101
22577,2021-07-08,33,24-HR BLK AVG,88101
22578,2021-07-08,33,24-HR BLK AVG,88101
22579,2021-07-08,33,24-HR BLK AVG,88101
22580,2021-07-08,33,24-HR BLK AVG,88101
22581,2021-07-08,33,24-HR BLK AVG,88101
22582,2021-07-08,33,24-HR BLK AVG,88101
22583,2021-07-09,22,24-HR BLK AVG,88101
22584,2021-07-09,22,24-HR BLK AVG,88101
22585,2021-07-09,22,24-HR BLK AVG,88101
22586,2021-07-09,22,24-HR BLK AVG,88101
22587,2021-07-09,22,24-HR BLK AVG,88101
22588,2021-07-09,22,24-HR BLK AVG,88101
22589,2021-07-10,15,24-HR BLK AVG,88101
22590,2021-07-10,15,24-HR BLK AVG,88101
22591,2021-07-10,15,24-HR BLK AVG,88101
22592,2021-07-10,15,24-HR BLK AVG,88101
22593,2021-07-10,15,24-HR BLK AVG,88101
22594,2021-07-10,15,24-HR BLK AVG,88101
22595,2021-07-11,34,24-HR BLK AVG,88101
22596,2021-07-11,34,24-HR BLK AVG,88101
22597,2021-07-11,34,24-HR BLK AVG,88101
22598,2021-07-11,34,24-HR BLK AVG,88101
22599,2021-07-11,34,24-HR BLK AVG,88101
22600,2021-07-11,34,24-HR BLK AVG,88101
22601,2021-07-12,49,24-HR BLK AVG,88101
22602,2021-07-12,49,24-HR BLK AVG,88101
22603,2021-07-12,49,24-HR BLK AVG,88101
22604,2021-07-12,49,24-HR BLK AVG,88101
22605,2021-07-12,49,24-HR BLK AVG,88101
22606,2021-07-12,49,24-HR BLK AVG,88101
22607,2021-07-13,67,24-HR BLK AVG,88101
22608,2021-07-13,67,24-HR BLK AVG,88101
22609,2021-07-13,67,24-HR BLK AVG,88101
22610,2021-07-13,67,24-HR BLK AVG,88101
22611,2021-07-13,67,24-HR BLK AVG,88101
22612,2021-07-13,67,24-HR BLK AVG,88101
22613,2021-07-14,38,24-HR BLK AVG,88101
22614,2021-07-14,38,24-HR BLK AVG,88101
22615,2021-07-14,38,24-HR BLK AVG,88101
22616,2021-07-14,38,24-HR BLK AVG,88101
22617,2021-07-14,38,24-HR BLK AVG,88101
22618,2021-07-14,38,24-HR BLK AVG,88101
22619,2021-07-15,44,24-HR BLK AVG,88101
22620,2021-07-15,44,24-HR BLK AVG,88101
22621,2021-07-15,44,24-HR BLK AVG,88101
22622,2021-07-15,44,24-HR BLK AVG,88101
22623,2021-07-15,44,24-HR BLK AVG,88101
22624,2021-07-15,44,24-HR BLK AVG,88101
22625,2021-07-16,38,24-HR BLK AVG,88101
22626,2021-07-16,38,24-HR BLK AVG,88101
22627,2021-07-16,38,24-HR BLK AVG,88101
22628,2021-07-16,38,24-HR BLK AVG,88101
22629,2021-07-16,38,24-HR BLK AVG,88101
22630,2021-07-16,38,24-HR BLK AVG,88101
22631,2021-07-17,57,24-HR BLK AVG,88101
22632,2021-07-17,57,24-HR BLK AVG,88101
22633,2021-07-17,57,24-HR BLK AVG,88101
22634,2021-07-17,57,24-HR BLK AVG,88101
22635,2021-07-17,57,24-HR BLK AVG,88101
22636,2021-07-17,57,24-HR BLK AVG,88101
22637,2021-07-18,59,24-HR BLK AVG,88101
22638,2021-07-18,59,24-HR BLK AVG,88101
22639,2021-07-18,59,24-HR BLK AVG,88101
22640,2021-07-18,59,24-HR BLK AVG,88101
22641,2021-07-18,59,24-HR BLK AVG,88101
22642,2021-07-18,59,24-HR BLK AVG,88101
22643,2021-07-19,50,24-HR BLK AVG,88101
22644,2021-07-19,50,24-HR BLK AVG,88101
22645,2021-07-19,50,24-HR BLK AVG,88101
22646,2021-07-19,50,24-HR BLK AVG,88101
22647,2021-07-19,50,24-HR BLK AVG,88101
22648,2021-07-19,50,24-HR BLK AVG,88101
22649,2021-07-20,45,24-HR BLK AVG,88101
22650,2021-07-20,45,24-HR BLK AVG,88101
22651,2021-07-20,45,24-HR BLK AVG,88101
22652,2021-07-20,45,24-HR BLK AVG,88101
22653,2021-07-20,45,24-HR BLK AVG,88101
22654,2021-07-20,45,24-HR BLK AVG,88101
22655,2021-07-21,41,24-HR BLK AVG,88101
22656,2021-07-21,41,24-HR BLK AVG,88101
22657,2021-07-21,41,24-HR BLK AVG,88101
22658,2021-07-21,41,24-HR BLK AVG,88101
22659,2021-07-21,41,24-HR BLK AVG,88101
22660,2021-07-21,41,24-HR BLK AVG,88101
22661,2021-07-22,38,24-HR BLK AVG,88101
22662,2021-07-22,38,24-HR BLK AVG,88101
22663,2021-07-22,38,24-HR BLK AVG,88101
22664,2021-07-22,38,24-HR BLK AVG,88101
22665,2021-07-22,38,24-HR BLK AVG,88101
22666,2021-07-22,38,24-HR BLK AVG,88101
22667,2021-07-23,34,24-HR BLK AVG,88101
22668,2021-07-23,34,24-HR BLK AVG,88101
22669,2021-07-23,34,24-HR BLK AVG,88101
22670,2021-07-23,34,24-HR BLK AVG,88101
22671,2021-07-23,34,24-HR BLK AVG,88101
22672,2021-07-23,34,24-HR BLK AVG,88101
22673,2021-07-24,55,24-HR BLK AVG,88101
22674,2021-07-24,55,24-HR BLK AVG,88101
22675,2021-07-24,55,24-HR BLK AVG,88101
22676,2021-07-24,55,24-HR BLK AVG,88101
22677,2021-07-24,55,24-HR BLK AVG,88101
22678,2021-07-24,55,24-HR BLK AVG,88101
22679,2021-07-25,53,24-HR BLK AVG,88101
22680,2021-07-25,53,24-HR BLK AVG,88101
22681,2021-07-25,53,24-HR BLK AVG,88101
22682,2021-07-25,53,24-HR BLK AVG,88101
22683,2021-07-25,53,24-HR BLK AVG,88101
22684,2021-07-25,53,24-HR BLK AVG,88101
22685,2021-07-26,40,24-HR BLK AVG,88101
22686,2021-07-26,40,24-HR BLK AVG,88101
22687,2021-07-26,40,24-HR BLK AVG,88101
22688,2021-07-26,40,24-HR BLK AVG,88101
22689,2021-07-26,40,24-HR BLK AVG,88101
22690,2021-07-26,40,24-HR BLK AVG,88101
22691,2021-07-27,46,24-HR BLK AVG,88101
22692,2021-07-27,46,24-HR BLK AVG,88101
22693,2021-07-27,46,24-HR BLK AVG,88101
22694,2021-07-27,46,24-HR BLK AVG,88101
22695,2021-07-27,46,24-HR BLK AVG,88101
22696,2021-07-27,46,24-HR BLK AVG,88101
22697,2021-07-28,43,24-HR BLK AVG,88101
22698,2021-07-28,43,24-HR BLK AVG,88101
22699,2021-07-28,43,24-HR BLK AVG,88101
22700,2021-07-28,43,24-HR BLK AVG,88101
22701,2021-07-28,43,24-HR BLK AVG,88101
22702,2021-07-28,43,24-HR BLK AVG,88101
22703,2021-07-29,41,24-HR BLK AVG,88101
22704,2021-07-29,41,24-HR BLK AVG,88101
22705,2021-07-29,41,24-HR BLK AVG,88101
22706,2021-07-29,41,24-HR BLK AVG,88101
22707,2021-07-29,41,24-HR BLK AVG,88101
22708,2021-07-29,41,24-HR BLK AVG,88101
22709,2021-07-30,35,24-HR BLK AVG,88101
22710,2021-07-30,35,24-HR BLK AVG,88101
22711,2021-07-30,35,24-HR BLK AVG,88101
22712,2021-07-30,35,24-HR BLK AVG,88101
22713,2021-07-30,35,24-HR BLK AVG,88101
22714,2021-07-30,35,24-HR BLK AVG,88101
22715,2021-07-31,32,24-HR BLK AVG,88101
22716,2021-07-31,32,24-HR BLK AVG,88101
22717,2021-07-31,32,24-HR BLK AVG,88101
22718,2021-07-31,32,24-HR BLK AVG,88101
22719,2021-07-31,32,24-HR BLK AVG,88101
22720,2021-07-31,32,24-HR BLK AVG,88101
22721,2021-08-01,28,24-HR BLK AVG,88101
22722,2021-08-01,28,24-HR BLK AVG,88101
22723,2021-08-01,28,24-HR BLK AVG,88101
22724,2021-08-01,28,24-HR BLK AVG,88101
22725,2021-08-01,28,24-HR BLK AVG,88101
22726,2021-08-01,28,24-HR BLK AVG,88101
22727,2021-08-02,63,24-HR BLK AVG,88101
22728,2021-08-02,63,24-HR BLK AVG,88101
22729,2021-08-02,63,24-HR BLK AVG,88101
22730,2021-08-02,63,24-HR BLK AVG,88101
22731,2021-08-02,63,24-HR BLK AVG,88101
22732,2021-08-02,63,24-HR BLK AVG,88101
22733,2021-08-03,77,24-HR BLK AVG,88101
22734,2021-08-03,77,24-HR BLK AVG,88101
22735,2021-08-03,77,24-HR BLK AVG,88101
22736,2021-08-03,77,24-HR BLK AVG,88101
22737,2021-08-03,77,24-HR BLK AVG,88101
22738,2021-08-03,77,24-HR BLK AVG,88101
22739,2021-08-04,69,24-HR BLK AVG,88101
22740,2021-08-04,69,24-HR BLK AVG,88101
22741,2021-08-04,69,24-HR BLK AVG,88101
22742,2021-08-04,69,24-HR BLK AVG,88101
22743,2021-08-04,69,24-HR BLK AVG,88101
22744,2021-08-04,69,24-HR BLK AVG,88101
22745,2021-08-05,56,24-HR BLK AVG,88101
22746,2021-08-05,56,24-HR BLK AVG,88101
22747,2021-08-05,56,24-HR BLK AVG,88101
22748,2021-08-05,56,24-HR BLK AVG,88101
22749,2021-08-05,56,24-HR BLK AVG,88101
22750,2021-08-05,56,24-HR BLK AVG,88101
22751,2021-08-06,35,24-HR BLK AVG,88101
22752,2021-08-06,35,24-HR BLK AVG,88101
22753,2021-08-06,35,24-HR BLK AVG,88101
22754,2021-08-06,35,24-HR BLK AVG,88101
22755,2021-08-06,35,24-HR BLK AVG,88101
22756,2021-08-06,35,24-HR BLK AVG,88101
22757,2021-08-07,40,24-HR BLK AVG,88101
22758,2021-08-07,40,24-HR BLK AVG,88101
22759,2021-08-07,40,24-HR BLK AVG,88101
22760,2021-08-07,40,24-HR BLK AVG,88101
22761,2021-08-07,40,24-HR BLK AVG,88101
22762,2021-08-07,40,24-HR BLK AVG,88101
22763,2021-08-08,38,24-HR BLK AVG,88101
22764,2021-08-08,38,24-HR BLK AVG,88101
22765,2021-08-08,38,24-HR BLK AVG,88101
22766,2021-08-08,38,24-HR BLK AVG,88101
22767,2021-08-08,38,24-HR BLK AVG,88101
22768,2021-08-08,38,24-HR BLK AVG,88101
22769,2021-08-09,38,24-HR BLK AVG,88101
22770,2021-08-09,38,24-HR BLK AVG,88101
22771,2021-08-09,38,24-HR BLK AVG,88101
22772,2021-08-09,38,24-HR BLK AVG,88101
22773,2021-08-09,38,24-HR BLK AVG,88101
22774,2021-08-09,38,24-HR BLK AVG,88101
22775,2021-08-10,31,24-HR BLK AVG,88101
22776,2021-08-10,31,24-HR BLK AVG,88101
22777,2021-08-10,31,24-HR BLK AVG,88101
22778,2021-08-10,31,24-HR BLK AVG,88101
22779,2021-08-10,31,24-HR BLK AVG,88101
22780,2021-08-10,31,24-HR BLK AVG,88101
22781,2021-08-11,27,24-HR BLK AVG,88101
22782,2021-08-11,27,24-HR BLK AVG,88101
22783,2021-08-11,27,24-HR BLK AVG,88101
22784,2021-08-11,27,24-HR BLK AVG,88101
22785,2021-08-11,27,24-HR BLK AVG,88101
22786,2021-08-11,27,24-HR BLK AVG,88101
22787,2021-08-12,22,24-HR BLK AVG,88101
22788,2021-08-12,22,24-HR BLK AVG,88101
22789,2021-08-12,22,24-HR BLK AVG,88101
22790,2021-08-12,22,24-HR BLK AVG,88101
22791,2021-08-12,22,24-HR BLK AVG,88101
22792,2021-08-12,22,24-HR BLK AVG,88101
22793,2021-08-13,23,24-HR BLK AVG,88101
22794,2021-08-13,23,24-HR BLK AVG,88101
22795,2021-08-13,23,24-HR BLK AVG,88101
22796,2021-08-13,23,24-HR BLK AVG,88101
22797,2021-08-13,23,24-HR BLK AVG,88101
22798,2021-08-13,23,24-HR BLK AVG,88101
22799,2021-08-14,20,24-HR BLK AVG,88101
22800,2021-08-14,20,24-HR BLK AVG,88101
22801,2021-08-14,20,24-HR BLK AVG,88101
22802,2021-08-14,20,24-HR BLK AVG,88101
22803,2021-08-14,20,24-HR BLK AVG,88101
22804,2021-08-14,20,24-HR BLK AVG,88101
22805,2021-08-15,19,24-HR BLK AVG,88101
22806,2021-08-15,19,24-HR BLK AVG,88101
22807,2021-08-15,19,24-HR BLK AVG,88101
22808,2021-08-15,19,24-HR BLK AVG,88101
22809,2021-08-15,19,24-HR BLK AVG,88101
22810,2021-08-15,19,24-HR BLK AVG,88101
22811,2021-08-16,23,24-HR BLK AVG,88101
22812,2021-08-16,23,24-HR BLK AVG,88101
22813,2021-08-16,23,24-HR BLK AVG,88101
22814,2021-08-16,23,24-HR BLK AVG,88101
22815,2021-08-16,23,24-HR BLK AVG,88101
22816,2021-08-16,23,24-HR BLK AVG,88101
22817,2021-08-17,21,24-HR BLK AVG,88101
22818,2021-08-17,21,24-HR BLK AVG,88101
22819,2021-08-17,21,24-HR BLK AVG,88101
22820,2021-08-17,21,24-HR BLK AVG,88101
22821,2021-08-17,21,24-HR BLK AVG,88101
22822,2021-08-17,21,24-HR BLK AVG,88101
22823,2021-08-18,20,24-HR BLK AVG,88101
22824,2021-08-18,20,24-HR BLK AVG,88101
22825,2021-08-18,20,24-HR BLK AVG,88101
22826,2021-08-18,20,24-HR BLK AVG,88101
22827,2021-08-18,20,24-HR BLK AVG,88101
22828,2021-08-18,20,24-HR BLK AVG,88101
22829,2021-08-19,25,24-HR BLK AVG,88101
22830,2021-08-19,25,24-HR BLK AVG,88101
22831,2021-08-19,25,24-HR BLK AVG,88101
22832,2021-08-19,25,24-HR BLK AVG,88101
22833,2021-08-19,25,24-HR BLK AVG,88101
22834,2021-08-19,25,24-HR BLK AVG,88101
22835,2021-08-20,28,24-HR BLK AVG,88101
22836,2021-08-20,28,24-HR BLK AVG,88101
22837,2021-08-20,28,24-HR BLK AVG,88101
22838,2021-08-20,28,24-HR BLK AVG,88101
22839,2021-08-20,28,24-HR BLK AVG,88101
22840,2021-08-20,28,24-HR BLK AVG,88101
22841,2021-08-21,32,24-HR BLK AVG,88101
22842,2021-08-21,32,24-HR BLK AVG,88101
22843,2021-08-21,32,24-HR BLK AVG,88101
22844,2021-08-21,32,24-HR BLK AVG,88101
22845,2021-08-21,32,24-HR BLK AVG,88101
22846,2021-08-21,32,24-HR BLK AVG,88101
22847,2021-08-22,31,24-HR BLK AVG,88101
22848,2021-08-22,31,24-HR BLK AVG,88101
22849,2021-08-22,31,24-HR BLK AVG,88101
22850,2021-08-22,31,24-HR BLK AVG,88101
22851,2021-08-22,31,24-HR BLK AVG,88101
22852,2021-08-22,31,24-HR BLK AVG,88101
22853,2021-08-23,38,24-HR BLK AVG,88101
22854,2021-08-23,38,24-HR BLK AVG,88101
22855,2021-08-23,38,24-HR BLK AVG,88101
22856,2021-08-23,38,24-HR BLK AVG,88101
22857,2021-08-23,38,24-HR BLK AVG,88101
22858,2021-08-23,38,24-HR BLK AVG,88101
22859,2021-08-24,28,24-HR BLK AVG,88101
22860,2021-08-24,28,24-HR BLK AVG,88101
22861,2021-08-24,28,24-HR BLK AVG,88101
22862,2021-08-24,28,24-HR BLK AVG,88101
22863,2021-08-24,28,24-HR BLK AVG,88101
